danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,mood
0.475,0.000121,0.907,0,0.034,0.408,-5.064,0.0941,92.578,Energetic
0.383,0.988,0.101,0.919,0.102,0.242,-18.306,0.0427,119.709,Calm
0.515,0.0244,0.496,7.24E-06,0.0895,0.442,-8.018,0.0275,138.61,Happy
0.457,0.0206,0.757,0,0.146,0.417,-5.177,0.032,102.961,Happy
0.367,0.000229,0.915,0,0.184,0.215,-5.453,0.0682,112.642,Energetic
0.46,0.14,0.59,0.591,0.112,0.212,-9.375,0.0327,118.008,Sad
0.488,0.153,0.777,0.0312,0.825,0.481,-12.658,0.0894,81.437,Happy
0.489,0.641,0.357,0.333,0.0838,0.0388,-9.745,0.0259,92.009,Sad
0.588,0.0386,0.598,5.83E-05,0.107,0.866,-13.288,0.0296,123.724,Happy
0.367,0.972,0.121,0.0322,0.0871,0.0926,-13.778,0.0335,132.244,Sad
0.387,0.000158,0.669,0.423,0.166,0.414,-11.187,0.0395,90.995,Sad
0.575,0.197,0.373,0.898,0.0753,0.123,-11.642,0.0279,74.975,Calm
0.383,0.63,0.446,0,0.0946,0.213,-8.693,0.0382,77.399,Sad
0.389,0.972,0.1,0.934,0.113,0.0676,-22.464,0.0358,133.839,Calm
0.448,0.328,0.591,0.708,0.111,0.303,-9.291,0.0327,145.482,Sad
0.48,0.317,0.561,0.00641,0.184,0.541,-5.874,0.027,164.791,Sad
0.693,0.194,0.565,0.000175,0.0806,0.692,-12.583,0.0345,97.937,Happy
0.632,0.224,0.469,0.854,0.0902,0.316,-10.513,0.0307,128,Calm
0.517,0.995,0.0145,0.884,0.0719,0.549,-42.018,0.0615,62.122,Calm
0.15,4.24E-05,0.875,0.00103,0.0957,0.156,-7.27,0.0975,169.806,Energetic
0.465,0.00109,0.844,0.399,0.0865,0.155,-4.352,0.0379,170.358,Happy
0.587,0.03,0.882,0.116,0.195,0.0653,-5.838,0.0427,127.97,Energetic
0.435,0.977,0.154,0.85,0.0728,0.0799,-21.451,0.0367,148.1,Calm
0.49,0.0934,0.521,0.862,0.266,0.148,-9.601,0.0295,107.778,Sad
0.626,0.237,0.816,1.80E-06,0.104,0.798,-10.593,0.13,105.33,Happy
0.369,0.996,0.0283,0.941,0.101,0.119,-25.76,0.0399,83.391,Calm
0.211,0.916,0.0838,0.41,0.102,0.0404,-20.882,0.0398,90.249,Calm
0.577,0.0338,0.808,1.33E-05,0.221,0.869,-7.04,0.039,151.008,Happy
0.614,0.0574,0.98,2.51E-05,0.086,0.179,-3.61,0.199,127.062,Energetic
0.221,0.958,0.183,0.821,0.102,0.057,-17.59,0.0362,117.321,Calm
0.312,0.959,0.0185,0.901,0.111,0.147,-25.607,0.0437,176.972,Calm
0.692,0.992,0.00643,0.847,0.0452,0.16,-34.388,0.0553,105.987,Calm
0.244,0.501,0.254,0.0458,0.105,0.0909,-12.966,0.0296,81.049,Sad
0.795,0.443,0.71,0.0215,0.344,0.845,-4.746,0.0392,109.689,Happy
0.522,0.981,0.0781,0.927,0.361,0.0796,-24.89,0.0424,107.038,Calm
0.636,0.891,0.248,0.922,0.106,0.138,-17.313,0.0309,117.006,Calm
0.435,0.913,0.0595,0.882,0.104,0.0898,-17.456,0.0435,115.929,Calm
0.491,0.916,0.217,0.962,0.177,0.0647,-6.805,0.0521,99.97,Calm
0.449,0.58,0.163,0.908,0.114,0.0501,-16.409,0.0361,125.088,Calm
0.424,0.972,0.323,0.904,0.103,0.436,-27.586,0.0287,133.382,Calm
0.0903,0.646,0.362,0.402,0.106,0.0964,-8.929,0.0337,74.729,Sad
0.388,0.652,0.338,3.72E-06,0.248,0.477,-10.054,0.0328,177.784,Happy
0.578,0.183,0.817,3.06E-06,0.285,0.726,-6.542,0.0363,141.621,Happy
0.328,0.000224,0.826,0.000944,0.0818,0.341,-5.085,0.0362,106.606,Energetic
0.398,0.902,0.0887,1.76E-06,0.0873,0.356,-13.683,0.0334,74.797,Sad
0.594,0.000156,0.766,0.00345,0.086,0.453,-7.598,0.0327,143.482,Energetic
0.364,6.01E-05,0.925,0.000251,0.0603,0.301,-4.224,0.0659,153.981,Energetic
0.494,0.00129,0.946,0,0.398,0.741,-2.757,0.0637,103.408,Energetic
0.586,0.0589,0.7,0.00125,0.0318,0.897,-9.558,0.0363,147.245,Happy
0.563,0.0122,0.882,2.09E-06,0.0641,0.296,-4.755,0.0596,125.043,Energetic
0.665,0.336,0.56,0.0857,0.327,0.414,-7.301,0.0667,98.015,Sad
0.378,0.995,0.0181,0.881,0.104,0.16,-31.001,0.0552,86.533,Calm
0.656,0.00352,0.723,0,0.345,0.412,-7.693,0.0366,125.005,Happy
0.587,0.207,0.85,0,0.64,0.528,-3.904,0.0654,127.914,Energetic
0.534,0.0915,0.765,0.00107,0.225,0.117,-3.151,0.0338,127.978,Happy
0.764,0.666,0.245,0.787,0.0967,0.356,-16.201,0.0383,101.968,Sad
0.428,0.995,0.00129,0.955,0.0913,0.13,-32.837,0.0753,67.645,Calm
0.705,0.432,0.743,0.0133,0.103,0.374,-6.631,0.042,118.552,Happy
0.211,0.993,0.00977,0.891,0.0996,0.13,-25.787,0.0396,175.397,Calm
0.268,0.0656,0.494,2.61E-05,0.123,0.136,-7.219,0.0321,102.065,Sad
0.541,0.000492,0.967,0.676,0.103,0.134,-5.682,0.0529,126.026,Energetic
0.509,0.0329,0.583,0.000124,0.359,0.67,-4.902,0.0615,170.886,Energetic
0.38,0.917,0.219,0.0104,0.0827,0.0517,-13.273,0.0358,73.537,Sad
0.581,0.893,0.4,0.576,0.161,0.433,-8.739,0.0291,112.331,Sad
0.877,0.776,0.178,0.0193,0.107,0.442,-13.987,0.102,74.997,Sad
0.522,0.994,0.0155,0.927,0.0949,0.119,-28.022,0.0441,91.764,Calm
0.479,0.918,0.346,0.929,0.111,0.23,-17.916,0.0306,143.965,Calm
0.68,0.00538,0.721,0.000216,0.0679,0.267,-6.21,0.0355,122,Happy
0.511,0.000106,0.914,0.00097,0.195,0.393,-5.31,0.0457,99.011,Energetic
0.404,0.274,0.48,8.63E-06,0.132,0.2,-8.906,0.0303,129.162,Sad
0.187,0.992,0.014,0.923,0.0925,0.144,-29.31,0.0418,69.012,Calm
0.286,0.971,0.14,0.892,0.134,0.154,-16.496,0.0346,119.191,Calm
0.44,0.891,0.306,0,0.103,0.201,-8.947,0.0363,117.288,Sad
0.284,0.155,0.523,0.0934,0.0933,0.0697,-6.512,0.0285,100.597,Sad
0.661,0.0188,0.93,0.00146,0.0919,0.367,-4.208,0.0617,122.052,Happy
0.62,0.00402,0.897,8.56E-05,0.108,0.183,-3.595,0.086,126.013,Energetic
0.681,0.00732,0.969,0.199,0.219,0.26,-1.394,0.0702,126.024,Energetic
0.492,0.0014,0.969,1.32E-06,0.0787,0.538,-4.419,0.0491,95.136,Energetic
0.373,0.906,0.178,0.558,0.109,0.0933,-15.52,0.0303,108.605,Sad
0.545,0.362,0.255,1.77E-05,0.0841,0.831,-14.844,0.0311,98.088,Sad
0.491,0.97,0.197,0.916,0.214,0.216,-19.261,0.0298,132.106,Calm
0.56,0.00104,0.559,0.812,0.123,0.0869,-7.807,0.0274,133.044,Calm
0.438,0.855,0.404,0.881,0.11,0.4,-13.924,0.039,116.142,Calm
0.271,0.00099,0.931,0,0.182,0.382,-6.81,0.0785,142.407,Energetic
0.443,0.00161,0.973,0,0.353,0.458,-4.386,0.133,157.872,Energetic
0.864,0.00875,0.742,0.394,0.41,0.689,-6.117,0.043,124.009,Energetic
0.328,0.0041,0.799,6.29E-06,0.069,0.502,-5.992,0.0296,169.896,Sad
0.2,0.992,0.0212,0.903,0.0929,0.0631,-32.285,0.0499,74.852,Calm
0.637,0.0925,0.613,0.425,0.156,0.598,-7.432,0.0272,127.006,Sad
0.44,0.00222,0.919,0.00503,0.0892,0.773,-4.462,0.0735,184.324,Energetic
0.523,0.00387,0.833,0.000339,0.0841,0.482,-4.374,0.0405,115.975,Sad
0.25,0.991,0.00846,0.896,0.0853,0.0638,-24.348,0.0373,78.552,Calm
0.524,0.00022,0.939,0,0.623,0.661,-3.994,0.113,150.184,Energetic
0.298,0.00111,0.597,0,0.0819,0.536,-12.107,0.0343,180.434,Energetic
0.354,0.976,0.0214,0.903,0.0957,0.148,-32.492,0.0388,112.008,Calm
0.449,0.0522,0.585,8.49E-05,0.0833,0.203,-6.762,0.0268,139.627,Happy
0.646,0.159,0.938,0,0.235,0.888,-3.453,0.0448,106.029,Energetic
0.778,0.179,0.639,0.000934,0.322,0.543,-5.985,0.0292,119.977,Sad
0.134,0.961,0.0601,0.869,0.109,0.0388,-19.866,0.0352,73.855,Calm
0.636,0.00222,0.912,0.0269,0.598,0.0765,-5.671,0.091,127.963,Energetic
0.407,0.778,0.308,1.46E-05,0.092,0.153,-9.001,0.0296,73.254,Sad
0.319,0.937,0.122,0.905,0.167,0.214,-16.69,0.0373,70.263,Calm
0.274,0.995,0.00332,0.909,0.175,0.17,-41.45,0.0424,67.765,Calm
0.356,0.989,0.0499,0.943,0.135,0.153,-24.949,0.0407,67.11,Calm
0.736,0.00178,0.356,0.704,0.0925,0.525,-8.676,0.0405,118.002,Happy
0.261,0.474,0.25,0.893,0.0882,0.0827,-18.526,0.0339,153.045,Calm
0.549,0.988,0.0604,0.869,0.111,0.113,-23.059,0.0332,113.98,Calm
0.118,0.911,0.0567,0.879,0.106,0.0391,-19.274,0.0427,83.721,Sad
0.364,0.000104,0.912,0.0025,0.086,0.666,-2.968,0.107,105.368,Energetic
0.512,0.03,0.97,0,0.0994,0.427,-3.886,0.212,94.952,Energetic
0.544,0.000132,0.895,0.107,0.147,0.875,-6.207,0.0522,98.128,Energetic
0.376,0.965,0.0879,0.944,0.099,0.308,-19.815,0.0423,70.433,Calm
0.198,0.00131,0.977,4.62E-05,0.23,0.351,-3.499,0.173,195.795,Energetic
0.306,0.996,0.0846,0.901,0.0909,0.118,-27.607,0.0535,164.732,Calm
0.134,0.992,0.0407,0.794,0.117,0.043,-31.537,0.0426,217.95,Calm
0.461,0.968,0.272,0.946,0.113,0.533,-24.315,0.0363,122.731,Calm
0.616,0.966,0.292,0.927,0.0955,0.0633,-16.837,0.0423,127.008,Calm
0.708,0.00885,0.863,0.366,0.285,0.437,-4.001,0.0606,127.981,Energetic
0.62,0.00791,0.85,0,0.0769,0.715,-4.096,0.0327,107.982,Energetic
0.733,0.145,0.71,0.115,0.0956,0.965,-5.849,0.0292,127.975,Happy
0.299,0.169,0.541,0.795,0.132,0.191,-10.641,0.0513,142.724,Sad
0.374,0.995,0.068,0.934,0.119,0.241,-21.842,0.0517,66.01,Calm
0.321,0.973,0.0792,0.104,0.0888,0.106,-17.737,0.0329,145.293,Sad
0.594,0.988,0.0624,0.928,0.109,0.0738,-19.409,0.0472,123.999,Calm
0.315,0.987,0.102,0.954,0.104,0.169,-22.435,0.0423,63.679,Calm
0.651,0.000934,0.836,0.932,0.112,0.0741,-6.154,0.0588,127.986,Happy
0.416,0.99,0.0322,0.929,0.101,0.0614,-29.145,0.0451,120.321,Calm
0.552,0.956,0.126,0.0153,0.109,0.439,-18.014,0.0306,92.441,Sad
0.45,0.000124,0.978,7.14E-06,0.361,0.268,-4.198,0.0637,155.014,Energetic
0.157,0.991,0.0755,0.897,0.184,0.119,-23.545,0.051,71.23,Calm
0.593,0.794,0.229,0,0.167,0.42,-8.888,0.0307,117.823,Sad
0.651,0.00184,0.908,0.000579,0.384,0.769,-4.019,0.0577,123.851,Energetic
0.494,0.069,0.739,0.000368,0.0664,0.235,-4.61,0.0427,128.007,Energetic
0.368,0.81,0.293,0.864,0.11,0.197,-16.379,0.0346,119.977,Calm
0.597,0.95,0.327,0.96,0.0966,0.0399,-15.743,0.0342,109.99,Calm
0.625,0.00032,0.994,0.0461,0.767,0.35,-1.689,0.0501,125.032,Energetic
0.501,0.0071,0.784,0.000257,0.155,0.216,-4.292,0.0417,128.052,Energetic
0.304,0.73,0.317,0.00519,0.118,0.0596,-10.52,0.0285,147.83,Sad
0.648,0.985,0.177,0.000353,0.134,0.236,-13.474,0.0311,99.101,Sad
0.601,0.432,0.532,6.25E-06,0.0925,0.341,-9.119,0.0286,136.571,Happy
0.716,0.884,0.644,0.617,0.138,0.464,-12.444,0.0718,121.053,Sad
0.751,0.0481,0.708,1.83E-05,0.107,0.509,-5.645,0.0545,108.97,Happy
0.431,0.000481,0.858,7.65E-06,0.385,0.616,-3.533,0.0306,174.979,Energetic
0.609,0.403,0.789,0.0811,0.0446,0.717,-5.565,0.0468,144.047,Sad
0.604,0.835,0.179,0,0.162,0.391,-15.383,0.0339,124.982,Sad
0.35,0.991,0.0706,0.931,0.1,0.0877,-24.271,0.0441,102.507,Calm
0.275,0.0418,0.659,4.15E-05,0.079,0.149,-5.631,0.039,144.908,Energetic
0.401,0.00492,0.988,0,0.4,0.514,-3.308,0.0916,169.024,Energetic
0.49,0.862,0.193,9.74E-06,0.113,0.184,-9.544,0.0421,89.154,Sad
0.526,0.456,0.385,0.922,0.0935,0.212,-13.755,0.0296,120.008,Calm
0.339,0.0015,0.931,0.000142,0.425,0.467,-3.425,0.062,112.548,Energetic
0.362,0.00022,0.979,0,0.459,0.195,-4.262,0.205,89.431,Energetic
0.438,0.968,0.073,0.755,0.0935,0.0668,-21.944,0.0411,79.973,Calm
0.743,0.762,0.748,6.25E-05,0.0939,0.476,-4.822,0.0519,126.086,Energetic
0.646,0.0199,0.979,0.776,0.38,0.091,-5.312,0.101,124.066,Happy
0.5,0.114,0.681,4.01E-05,0.139,0.745,-9.556,0.0672,119.46,Happy
0.745,0.00666,0.466,0.35,0.272,0.303,-7.62,0.0864,123.889,Happy
0.9,0.632,0.255,3.91E-05,0.0953,0.483,-12.664,0.221,94.978,Sad
0.619,0.996,0.0203,0.944,0.0812,0.337,-26.572,0.0369,135.86,Calm
0.455,0.931,0.216,0.921,0.0839,0.179,-20.107,0.0363,171.936,Calm
0.263,0.00192,0.784,0,0.15,0.385,-6.514,0.054,114.671,Energetic
0.428,0.0259,0.873,2.64E-05,0.668,0.285,-3.499,0.0566,127.95,Happy
0.571,0.979,0.172,0.275,0.124,0.297,-20.7,0.0318,90.972,Sad
0.742,0.0838,0.844,0,0.418,0.85,-6.441,0.111,113.371,Happy
0.445,0.173,0.469,0.000624,0.0998,0.535,-5.981,0.0291,178.052,Sad
0.317,0.986,0.106,0.899,0.111,0.108,-20.574,0.0302,78.66,Calm
0.631,0.616,0.402,0.0114,0.0892,0.598,-11.125,0.0286,78,Sad
0.684,0.905,0.0646,1.86E-05,0.0789,0.334,-18.052,0.0522,95.99,Sad
0.395,0.984,0.147,0.909,0.0724,0.167,-19.174,0.051,164.176,Calm
0.71,0.00891,0.705,0.16,0.177,0.34,-7.417,0.0345,119.986,Happy
0.592,0.842,0.256,2.38E-06,0.088,0.103,-14.031,0.0449,76.361,Sad
0.55,0.843,0.596,0.462,0.15,0.207,-8.962,0.0335,143.182,Sad
0.423,0.928,0.0657,1.40E-06,0.0922,0.105,-14.421,0.0386,98.489,Sad
0.632,0.00143,0.639,0,0.221,0.733,-5.938,0.0259,95.506,Happy
0.653,0.00287,0.966,0.0026,0.143,0.874,-4.236,0.0598,126.921,Energetic
0.437,0.984,0.0747,0.914,0.109,0.175,-20.209,0.0648,117.078,Calm
0.342,0.995,0.0311,0.92,0.131,0.0634,-26.999,0.0355,97.622,Calm
0.246,0.713,0.482,0.226,0.102,0.0776,-9.949,0.0359,141.863,Sad
0.67,0.00162,0.88,0,0.261,0.312,-6.419,0.044,121.004,Happy
0.865,0.548,0.521,0.000115,0.0989,0.748,-6.932,0.0371,129.059,Happy
0.572,0.265,0.571,0.917,0.109,0.115,-10.067,0.0331,96.986,Calm
0.554,0.893,0.321,0,0.0996,0.288,-8.251,0.028,135.047,Sad
0.655,0.00297,0.794,1.34E-05,0.1,0.389,-5.29,0.0765,127.957,Happy
0.472,0.84,0.305,0,0.142,0.584,-11.465,0.0295,165.9,Sad
0.272,0.895,0.337,0.713,0.0764,0.0374,-13.724,0.0338,93.64,Sad
0.371,0.963,0.15,0,0.124,0.0785,-11.116,0.0294,68.774,Sad
0.501,0.0303,0.887,2.64E-05,0.114,0.336,-3.941,0.0424,123.052,Energetic
0.537,0.0939,0.606,0.00559,0.11,0.582,-7.048,0.0347,128.73,Happy
0.631,0.0436,0.932,0.137,0.0918,0.971,-4.142,0.0354,122.429,Happy
0.618,0.883,0.37,0,0.123,0.433,-10.5,0.0543,114.26,Sad
0.432,0.0149,0.839,0,0.362,0.269,-3.901,0.0425,123.987,Energetic
0.234,0.992,0.174,0.942,0.148,0.362,-21.752,0.0376,66.301,Calm
0.382,0.987,0.0305,0.783,0.0921,0.0835,-26.271,0.0574,72.398,Calm
0.534,0.00865,0.605,0.00826,0.0781,0.56,-4.366,0.113,123.003,Happy
0.65,0.3,0.912,0.668,0.306,0.729,-4.278,0.055,126.073,Energetic
0.615,0.639,0.332,0,0.15,0.515,-10.161,0.0295,125.894,Sad
0.444,0.00308,0.382,0.816,0.0915,0.197,-9.324,0.0397,123.59,Calm
0.548,0.0125,0.864,0.287,0.818,0.161,-6.835,0.0881,128.196,Happy
0.308,0.988,0.0229,0.819,0.0935,0.148,-26.941,0.0406,145.717,Calm
0.376,0.000874,0.771,8.98E-06,0.274,0.419,-5.8,0.0422,168.154,Happy
0.404,8.51E-05,0.969,0.0114,0.268,0.29,-2.938,0.195,173.878,Energetic
0.795,0.0934,0.564,0.000531,0.0631,0.961,-10.482,0.0392,124.166,Happy
0.597,0.00108,0.939,9.77E-05,0.201,0.422,-3.001,0.0446,98,Energetic
0.61,0.808,0.275,0.913,0.403,0.552,-10.644,0.028,94.088,Sad
0.149,8.51E-05,0.79,0.000248,0.0903,0.39,-7.93,0.052,170.289,Happy
0.564,0.974,0.0515,0.765,0.114,0.214,-15.118,0.0338,93.961,Calm
0.496,0.994,0.0281,0.951,0.0813,0.157,-24.864,0.0372,72.124,Calm
0.491,0.168,0.599,0,0.166,0.189,-6.741,0.0274,80.048,Sad
0.699,0.0589,0.861,2.64E-06,0.0794,0.315,-3.09,0.173,125.942,Happy
0.379,0.00565,0.499,0.125,0.077,0.335,-13.923,0.0411,155.993,Sad
0.588,0.812,0.352,0.0564,0.126,0.655,-9.624,0.0403,146.718,Sad
0.34,0.00814,0.923,0.000829,0.385,0.13,-3.864,0.131,127.789,Energetic
0.648,0.0182,0.751,0.000401,0.0418,0.863,-8.582,0.0806,100.437,Happy
0.39,0.8,0.448,0.182,0.107,0.077,-8.57,0.0276,144.89,Sad
0.457,0.0001,0.964,0.00811,0.67,0.372,-2.963,0.0656,111.972,Energetic
0.506,0.0234,0.823,0.000916,0.303,0.405,-5.272,0.0424,133.954,Happy
0.573,0.018,0.902,0.00125,0.0928,0.876,-7.638,0.054,84.412,Happy
0.44,0.625,0.32,0.886,0.0823,0.0694,-12.011,0.0323,180.036,Calm
0.72,0.0289,0.967,0.000345,0.142,0.977,-4.434,0.0343,129.766,Happy
0.55,0.714,0.471,0.952,0.0815,0.261,-16.049,0.0295,159.983,Calm
0.612,0.0204,0.463,0.653,0.183,0.17,-7.653,0.035,76.98,Sad
0.879,0.037,0.693,0.119,0.18,0.966,-10.577,0.046,133.231,Happy
0.212,0.000725,0.926,4.83E-06,0.081,0.262,-3.378,0.14,162.103,Energetic
0.625,0.346,0.85,0.000233,0.174,0.633,-3.904,0.0495,94.661,Happy
0.233,0.993,0.0997,0.937,0.105,0.123,-25.616,0.0456,84.309,Calm
0.425,0.0262,0.555,0.284,0.206,0.247,-11.806,0.0287,108.991,Sad
0.486,0.00237,0.977,0,0.298,0.413,-3.463,0.0603,103.501,Energetic
0.626,0.678,0.286,0,0.134,0.366,-9.933,0.0374,84.954,Sad
0.319,0.242,0.712,0.000414,0.294,0.773,-9.742,0.0535,78.114,Happy
0.661,0.675,0.425,0.13,0.104,0.19,-10.317,0.0312,114.042,Sad
0.303,0.909,0.00338,0.89,0.116,0.347,-30.932,0.0493,50.96,Calm
0.775,0.343,0.218,0.00596,0.0866,0.361,-11,0.0461,133.036,Sad
0.627,0.879,0.427,0.878,0.0977,0.132,-11.498,0.0283,112.043,Calm
0.414,0.827,0.127,0.822,0.0919,0.0354,-22.097,0.0383,130.021,Calm
0.235,0.983,0.0363,0.92,0.0823,0.0481,-18.9,0.0335,160.704,Calm
0.41,0.988,0.0845,0.93,0.109,0.0795,-21.814,0.0327,92.033,Calm
0.316,0.0143,0.769,0,0.0928,0.118,-5.285,0.0422,122.458,Sad
0.709,0.59,0.299,0.00292,0.111,0.423,-9.001,0.0297,112.984,Sad
0.692,0.0097,0.515,0.292,0.103,0.549,-8.488,0.0678,128.469,Energetic
0.343,0.000135,0.956,0.00165,0.143,0.553,-5.073,0.0739,173.325,Energetic
0.478,2.27E-05,0.901,0.0801,0.326,0.577,-4.983,0.0334,94.964,Sad
0.436,0.0402,0.753,0.0204,0.148,0.399,-9.76,0.0359,89.968,Sad
0.596,0.365,0.448,5.30E-06,0.206,0.796,-9.616,0.0396,83.293,Happy
0.655,0.0587,0.726,0.00311,0.145,0.292,-4.614,0.0324,128.001,Energetic
0.64,0.00278,0.695,0.611,0.337,0.343,-9.919,0.0326,117.999,Sad
0.376,0.000708,0.546,0.777,0.359,0.305,-12.678,0.0362,115.995,Sad
0.443,0.969,0.369,0.277,0.638,0.0989,-9.514,0.0441,174.107,Sad
0.506,0.992,0.0434,0.866,0.123,0.0823,-19.948,0.0442,110.723,Calm
0.524,0.0252,0.881,0,0.101,0.62,-4.479,0.0468,101.677,Happy
0.334,0.944,0.00961,0.901,0.105,0.0916,-27.24,0.0416,68.153,Calm
0.549,0.292,0.524,0.0366,0.122,0.229,-8.288,0.0261,94.991,Sad
0.216,0.792,0.195,0.93,0.102,0.14,-14.026,0.0382,61.555,Calm
0.682,0.00953,0.91,0.0673,0.0732,0.536,-2.314,0.0431,122.943,Energetic
0.533,0.00529,0.844,8.91E-05,0.0722,0.712,-5.04,0.0302,123.971,Energetic
0.537,0.115,0.655,0.294,0.243,0.283,-8.194,0.0374,119.965,Sad
0.67,0.786,0.293,0,0.215,0.36,-10.56,0.0486,66.974,Sad
0.258,0.87,0.0589,0.898,0.148,0.0378,-23.782,0.0381,98.874,Calm
0.516,0.585,0.487,0.0507,0.168,0.209,-10.55,0.0331,96.204,Sad
0.702,0.000771,0.842,0.828,0.28,0.175,-5.059,0.0331,124.01,Happy
0.695,0.988,0.0761,0.929,0.133,0.262,-17.043,0.0399,125.017,Calm
0.502,0.965,0.289,0.913,0.153,0.156,-17.378,0.0307,137.926,Calm
0.467,0.986,0.137,0.928,0.101,0.0687,-23.087,0.043,118.715,Calm
0.264,0.885,0.122,0.349,0.094,0.0735,-15.399,0.0349,148.658,Sad
0.327,0.948,0.101,0,0.0945,0.0866,-13.949,0.0525,171.734,Sad
0.703,0.356,0.352,0.00378,0.0715,0.85,-14.859,0.0428,108.003,Sad
0.325,0.964,0.0809,0.839,0.118,0.0604,-24.493,0.0527,178.307,Calm
0.555,3.01E-05,0.98,4.38E-05,0.0661,0.37,-6.063,0.154,143.005,Energetic
0.443,0.393,0.466,0.647,0.165,0.19,-9.209,0.0302,127.493,Sad
0.42,0.886,0.272,0.834,0.0841,0.38,-14.843,0.0423,180.031,Calm
0.282,0.957,0.0717,0.919,0.0996,0.206,-25.816,0.053,163.128,Calm
0.561,0.95,0.0587,0,0.0828,0.342,-17.819,0.0762,143.027,Sad
0.351,0.995,0.0077,0.919,0.0803,0.0728,-23.17,0.0543,75.742,Calm
0.319,0.118,0.881,0,0.364,0.625,-7.244,0.14,206.941,Happy
0.323,0.99,0.0214,0.902,0.0891,0.0703,-30.328,0.0384,104.033,Calm
0.482,0.641,0.849,7.74E-06,0.0414,0.937,-9.198,0.0452,124.631,Happy
0.543,0.00162,0.912,2.10E-06,0.0565,0.836,-10.71,0.0601,103.731,Happy
0.623,0.638,0.613,0.572,0.143,0.745,-9.241,0.0309,147.168,Sad
0.414,7.12E-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,Energetic
0.494,0.983,0.263,0.92,0.0746,0.105,-16.818,0.0325,159.875,Calm
0.627,0.0607,0.857,0.835,0.132,0.124,-8.253,0.0402,121.976,Happy
0.487,0.647,0.279,0.00185,0.11,0.162,-11.586,0.0265,139.362,Sad
0.643,0.0565,0.957,0.841,0.0763,0.281,-5.026,0.0892,138.073,Happy
0.623,0.994,0.134,0.935,0.192,0.171,-18.953,0.0478,62.562,Calm
0.186,0.974,0.3,0.924,0.0672,0.0877,-12.141,0.0368,96.563,Sad
0.549,0.000785,0.876,0,0.288,0.741,-3.589,0.0404,146.549,Energetic
0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,Energetic
0.201,0.989,0.0394,0.839,0.0881,0.0754,-21.798,0.0334,73.742,Calm
0.545,0.0888,0.788,0.0258,0.0765,0.647,-3.968,0.0281,129.922,Sad
0.32,0.881,0.253,0.935,0.121,0.125,-17.843,0.0356,140.029,Calm
0.366,0.996,0.0518,0.909,0.179,0.39,-26.901,0.0402,182.774,Calm
0.52,0.00209,0.975,0.213,0.148,0.254,-3.66,0.0839,128.017,Energetic
0.357,0.159,0.851,0.866,0.146,0.241,-6.103,0.0534,130.013,Happy
0.236,0.811,0.249,1.00E-06,0.087,0.181,-9.595,0.0348,72.847,Sad
0.68,0.103,0.678,0.00828,0.204,0.251,-11.548,0.0754,131.165,Happy
0.651,0.13,0.946,0,0.148,0.508,-4.717,0.101,91.911,Happy
0.485,0.0941,0.619,3.31E-06,0.109,0.416,-7.115,0.0289,138.017,Happy
0.589,0.000116,0.983,0.00211,0.0628,0.469,-2.521,0.121,110.007,Energetic
0.465,0.00987,0.739,1.88E-06,0.373,0.0652,-7.786,0.0648,125.994,Happy
0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,Sad
0.507,0.00731,0.887,0,0.562,0.336,-4.084,0.141,128.015,Energetic
0.577,0.159,0.756,0.000232,0.249,0.663,-5.82,0.115,176.75,Happy
0.162,0.946,0.0564,0.889,0.101,0.0361,-20.696,0.0341,60.01,Calm
0.641,0.079,0.806,0.00158,0.0708,0.721,-6.281,0.0323,125.987,Happy
0.485,2.08E-05,0.987,0,0.267,0.272,-3.1,0.0738,123.576,Energetic
0.495,0.99,0.0191,0.902,0.113,0.243,-26.317,0.0362,112.814,Calm
0.465,0.633,0.12,0.937,0.085,0.0659,-19.328,0.0386,72.021,Calm
0.234,0.848,0.226,0.942,0.111,0.0388,-15.991,0.0368,139.921,Calm
0.656,0.809,0.102,0.788,0.0874,0.595,-20.337,0.0373,118.373,Sad
0.481,0.842,0.229,0.00205,0.105,0.0525,-13.5,0.0342,92.014,Sad
0.615,0.0104,0.97,0.384,0.178,0.507,1.342,0.119,122.993,Happy
0.387,0.654,0.577,0.127,0.163,0.447,-8.259,0.0353,149.048,Sad
0.442,0.00648,0.951,1.12E-06,0.0887,0.158,-5.27,0.11,154.004,Energetic
0.601,0.743,0.537,0.732,0.143,0.394,-9.464,0.0296,144.994,Sad
0.542,0.319,0.915,5.34E-05,0.171,0.92,-9.637,0.0549,159.81,Happy
0.322,0.994,0.149,0.92,0.122,0.0655,-17.948,0.0515,114.695,Calm
0.256,0.367,0.456,0.881,0.119,0.0682,-10.865,0.0306,70.357,Calm
0.542,0.935,0.0957,6.40E-06,0.182,0.259,-14.518,0.0404,134.739,Sad
0.461,0.989,0.0167,0.848,0.11,0.259,-22.104,0.0509,73.77,Calm
0.501,0.922,0.378,0.825,0.115,0.193,-14.959,0.0269,108.034,Calm
0.56,0.984,0.0853,0.918,0.108,0.113,-15.918,0.0324,96.646,Calm
